SAMPLE IDENTIFICATION,,,,,LOCATION,,,,,,,PETROGRAPHIC DESCRIPTION,,ARTEFACT IDENTIFICATION,,,,,ARCHAEOLOGICAL COLLECTION,,,,,SITE IDENTIFICATION,,,,,,,INDIVIDUAL SAMPLE CONDITION AND PREPARATION,,,,,METHOD CODE,PARAMETER,SiO2,TiO2,Al2O3,Fe2O3,FeO,FeOT,CaO,MgO,MnO,K2O,Na2O,P2O5,Li,Be,B,C,CO2,F,Na,Mg,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Nd143_Nd144,Nd143_Nd144 SD value,Nd143_Nd144 SD sigma,Sr87_Sr86,Sr87_Sr86 SD value,Sr87_Sr86 SD sigma,Pb206_Pb204,Pb206_Pb204 SD value,Pb206_Pb204 SD sigma,Pb207_Pb204,Pb207_Pb204 SD value,Pb207_Pb204 SD sigma,Pb208_Pb204,Pb208_Pb204 SD value,Pb208_Pb204 SD sigma,Pb207_Pb206,Pb207_Pb206 SD value,Pb207_Pb206 SD sigma,Pb208_Pb206,Pb208_Pb206 SD value,Pb208_Pb206 SD sigma,Age,Age SD sigma
Citation code 1 [Data],Sample name,Pofatu ID,Sample category,Sample comment,Location 1,Location 2,Location 3,Location comment,Latitude,Longitude,Elevation,Petrography,Comments,Citation code 2 [Artefact],Artefact name,Artefact category,Artefact description,Artefact comments,Collector,Fieldwork,Fieldwork date,Collection storage location,Collection comment,Citation 3 [Site],Site name,Site code,Site context,Site comments,Stratigraphic position,Stratigraphy comments,Analyzed material 1,Analyzed material 2,Sample preparation,Chemical treatment,Number of replicates,"[citation code][ _ ][A], [B], etc.",UNIT,%,%,%,%,%,%,%,%,%,%,%,%,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,,,,,,,,,,,,,,,,,,,,,,Ma,
must match TAB 1 COL I,,RESERVED TO ADMIN,see drop-down list,,Archipelago,Island name,Locality,,,,,,,must match TAB 1 COL L,,see drop-down list,see drop-down list,,,Survey OR Excavation,,,,must match TAB 1 COL O,,,see drop-down list,,"Level, Square, etc.",,see drop-down list,see drop-down list,"e.g. crushed in agate mill, sieved at 500 microns",e.g. whole rock samples were dissolved in 0.1M HF + 5.0M HNO3,,must match TAB 5 COL A,Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1σ or 2σ,,,1σ or 2σ,,,1σ or 2σ,,,1σ or 2σ,,,1σ or 2σ,,,1σ or 2σ,,,1σ or 2σ,,2σ
Felgate-2001-ANZ,T12b,Felgate-2001-ANZ_T12b,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,Road cutting south of Tahanga,-36.730323,175.810697,160.0,Fine-grained,,Felgate-2001-ANZ,,GEOLOGICAL,NATURAL BOULDER/COBBLE,Cobble,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,,NATURAL,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,53.88,1.05,17.61,,,9.21403556761698,8.4,4.5,0.22,0.66,3.17,0.17,,,,,,,,,,,,,,,,,284.0,9.0,,,,6.0,28.0,91.0,,,,,,18.0,296.0,28.0,110.0,6.0,,,,,,,,,,,,,244.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T13a,Felgate-2001-ANZ_T13a,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,North facing gully,-36.729906,175.813202,130.0,Fine-grained,,Felgate-2001-ANZ,,FLAKE,,,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,T10/858,WORKSHOP,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,53.68,1.02,17.42,,,9.402995281406,8.8,4.75,0.19,0.64,3.12,0.14,,,,,,,,,,,,,,,,,294.0,7.0,,,,5.0,17.0,98.0,,,,,,17.0,290.0,44.0,98.0,6.0,,,,,,,,,,,,,236.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T13b,Felgate-2001-ANZ_T13b,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,North facing gully,-36.729906,175.813202,130.0,Medium-grained,,Felgate-2001-ANZ,,GEOLOGICAL,NATURAL BOULDER/COBBLE,Cobble,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,T10/858,WORKSHOP,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T13c,Felgate-2001-ANZ_T13c,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,North facing gully,-36.729906,175.813202,130.0,Medium-grained,,Felgate-2001-ANZ,,GEOLOGICAL,NATURAL BOULDER/COBBLE,Cobble,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,T10/858,WORKSHOP,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T14a,Felgate-2001-ANZ_T14a,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,Top working-floor,-36.730036,175.8156,125.0,Medium-grained,,Felgate-2001-ANZ,,FLAKE,,,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,T10/857,WORKSHOP,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,53.84,1.0,17.41,,,9.07906434348197,8.78,4.73,0.23,0.59,2.96,0.15,,,,,,,,,,,,,,,,,287.0,8.0,,,,11.0,23.0,86.0,,,,,,17.0,294.0,26.0,98.0,6.0,,,,,,,,,,,,,237.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T14b,Felgate-2001-ANZ_T14b,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,Top working-floor,-36.730036,175.8156,125.0,Medium to fine-grained,,Felgate-2001-ANZ,,GEOLOGICAL,NATURAL BOULDER/COBBLE,Cobble,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,T10/457,WORKSHOP,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T14c,Felgate-2001-ANZ_T14c,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,Top working-floor,-36.730036,175.8156,125.0,Medium-grained,,Felgate-2001-ANZ,,FLAKE,,,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,T10/457,WORKSHOP,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T15,Felgate-2001-ANZ_T15,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,Stream above Red bay,-36.729457,175.81772,80.0,Medium-grained,,Felgate-2001-ANZ,,GEOLOGICAL,NATURAL BOULDER/COBBLE,Cobble,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,,NATURAL,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T16,Felgate-2001-ANZ_T16,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,,-36.728241,175.815843,75.0,Fine-grained,,Felgate-2001-ANZ,,GEOLOGICAL,NATURAL BOULDER/COBBLE,Cobble,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,T10/457,WORKSHOP,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,53.21,0.99,17.2,,,9.02507585382796,8.53,4.78,0.22,0.58,2.92,0.15,,,,,,,,,,,,,,,,,289.0,6.0,,,,8.0,22.0,95.0,,,,,,18.0,290.0,82.0,99.0,6.0,,,,,,,,,,,,,221.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,13.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T16b,Felgate-2001-ANZ_T16b,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,,-36.728241,175.815843,75.0,Medium-grained,,Felgate-2001-ANZ,,GEOLOGICAL,NATURAL BOULDER/COBBLE,Cobble,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,T10/457,WORKSHOP,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,53.49,1.0,17.14,,,9.00707969060996,8.54,4.7,0.19,0.56,3.16,0.14,,,,,,,,,,,,,,,,,280.0,7.0,,,,9.0,27.0,91.0,,,,,,14.0,291.0,43.0,96.0,6.0,,,,,,,,,,,,,227.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T17,Felgate-2001-ANZ_T17,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,,-36.728158,175.814454,85.0,Fine-grained,,Felgate-2001-ANZ,,GEOLOGICAL,NATURAL BOULDER/COBBLE,Cobble,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,T10/857,NATURAL,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,53.87,1.01,17.41,,,9.18704132278998,8.67,4.8,0.2,0.58,3.08,0.16,,,,,,,,,,,,,,,,,287.0,7.0,,,,0.0,18.0,97.0,,,,,,16.0,293.0,50.0,98.0,6.0,,,,,,,,,,,,,236.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T18,Felgate-2001-ANZ_T18,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,,-36.726649,175.813277,65.0,Fine-grained,,Felgate-2001-ANZ,,GEOLOGICAL,NATURAL BOULDER/COBBLE,Cobble,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,T10/856,NATURAL,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,52.12,1.01,17.0,,,9.53796650554102,9.68,5.53,0.19,0.44,2.61,0.14,,,,,,,,,,,,,,,,,299.0,19.0,,,,13.0,29.0,91.0,,,,,,14.0,270.0,22.0,83.0,6.0,,,,,,,,,,,,,157.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T19,Felgate-2001-ANZ_T19,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,,-36.725409,175.81189,45.0,Medium to fine-grained,,Felgate-2001-ANZ,,GEOLOGICAL,NATURAL BOULDER/COBBLE,Cobble,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,T10/855,NATURAL,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T20a,Felgate-2001-ANZ_T20a,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,Exposed feature on the north face of the small conical hill,-36.722861,175.815194,15.0,,,Felgate-2001-ANZ,,GEOLOGICAL,NATURAL BOULDER/COBBLE,Cobble,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,,NATURAL,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,52.09,1.07,17.91,,,8.69214683429493,9.61,5.12,0.2,0.73,3.01,0.24,,,,,,,,,,,,,,,,,270.0,14.0,,,,8.0,27.0,80.0,,,,,,20.0,389.0,23.0,105.0,6.0,,,,,,,,,,,,,341.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,11.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T20b,Felgate-2001-ANZ_T20b,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,Exposed feature on the north face of the small conical hill,-36.722861,175.815194,15.0,Medium-grained,,Felgate-2001-ANZ,,GEOLOGICAL,NATURAL BOULDER/COBBLE,Cobble,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,,NATURAL,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,52.65,1.07,18.08,,,7.90931373431184,9.58,4.93,0.23,0.66,3.17,0.23,,,,,,,,,,,,,,,,,298.0,15.0,,,,11.0,28.0,86.0,,,,,,18.0,392.0,26.0,109.0,6.0,,,,,,,,,,,,,356.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T21a,Felgate-2001-ANZ_T21a,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,Peak of a small conical hill,-36.723025,175.8149,25.0,Fine-grained,,Felgate-2001-ANZ,,GEOLOGICAL,NATURAL BOULDER/COBBLE,Cobble,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,,NATURAL,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,52.55,1.08,17.74,,,8.80012381360294,9.49,5.11,0.21,0.72,3.17,0.21,,,,,,,,,,,,,,,,,291.0,15.0,,,,13.0,30.0,88.0,,,,,,18.0,386.0,23.0,107.0,7.0,,,,,,,,,,,,,346.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T21b,Felgate-2001-ANZ_T21b,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,Peak of a small conical hill,-36.723025,175.8149,25.0,Medium-grained,,Felgate-2001-ANZ,,GEOLOGICAL,NATURAL BOULDER/COBBLE,Cobble,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,,NATURAL,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,51.07,1.04,17.74,,,8.96208928256496,8.97,4.56,0.22,0.53,2.68,0.21,,,,,,,,,,,,,,,,,273.0,13.0,,,,9.0,20.0,90.0,,,,,,14.0,388.0,25.0,104.0,5.0,,,,,,,,,,,,,419.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,12.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T21c,Felgate-2001-ANZ_T21c,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,Peak of a small conical hill,-36.723025,175.8149,25.0,Medium to coarse-grained,,Felgate-2001-ANZ,,GEOLOGICAL,NATURAL BOULDER/COBBLE,Cobble,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,,NATURAL,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T22a,Felgate-2001-ANZ_T22a,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,Stone alignment running down west face of small conical hill,-36.723247,175.814263,16.0,,,Felgate-2001-ANZ,,GEOLOGICAL,NATURAL BOULDER/COBBLE,Cobble,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,,NATURAL,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T22b,Felgate-2001-ANZ_T22b,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,Stone alignment running down west face of small conical hill,-36.721966,175.811399,5.0,Coarse-grained,,Felgate-2001-ANZ,,GEOLOGICAL,NATURAL BOULDER/COBBLE,Cobble,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,,NATURAL,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T23a,Felgate-2001-ANZ_T23a,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,Beach below spur and T10/200/201,-36.721966,175.811399,5.0,Fine-grained,,Felgate-2001-ANZ,,GEOLOGICAL,,Outcrop,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,,NATURAL,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T23b,Felgate-2001-ANZ_T23b,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,Beach below spur and T10/200/201,-36.721966,175.811399,5.0,Fine-grained,,Felgate-2001-ANZ,,GEOLOGICAL,,Outcrop,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,,NATURAL,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,52.96,1.16,17.1,,,9.80790895381105,8.53,4.33,0.22,0.83,2.91,0.15,,,,,,,,,,,,,,,,,347.0,10.0,,,,10.0,36.0,98.0,,,,,,20.0,270.0,26.0,100.0,7.0,,,,,,,,,,,,,211.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T23c,Felgate-2001-ANZ_T23c,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,Beach below spur and T10/200/201,-36.721966,175.811399,5.0,Fine-grained,,Felgate-2001-ANZ,,GEOLOGICAL,NATURAL BOULDER/COBBLE,Cobble,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,,NATURAL,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,53.45,1.16,16.99,,,9.25002789405299,8.41,4.19,0.2,0.83,2.85,0.16,,,,,,,,,,,,,,,,,351.0,5.0,,,,8.0,33.0,97.0,,,,,,19.0,266.0,25.0,100.0,6.0,,,,,,,,,,,,,206.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T24a,Felgate-2001-ANZ_T24a,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,T10/400 lower edge,-36.724789,175.809349,50.0,Fine-grained,,Felgate-2001-ANZ,,FLAKE,,,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,T10/400,NATURAL,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,51.98,1.01,17.29,,,9.53796650554102,9.74,5.59,0.21,0.42,2.55,0.13,,,,,,,,,,,,,,,,,304.0,22.0,,,,15.0,29.0,92.0,,,,,,13.0,271.0,22.0,86.0,6.0,,,,,,,,,,,,,170.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,12.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T24b,Felgate-2001-ANZ_T24b,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,T10/400 lower edge,-36.724789,175.809349,50.0,Medium to fine-grained,,Felgate-2001-ANZ,,GEOLOGICAL,NATURAL BOULDER/COBBLE,Cobble,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,,NATURAL,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T24c,Felgate-2001-ANZ_T24c,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,T10/400 lower edge,-36.724789,175.809349,50.0,Medium-grained,,Felgate-2001-ANZ,,GEOLOGICAL,NATURAL BOULDER/COBBLE,Cobble,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,,NATURAL,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T25a,Felgate-2001-ANZ_T25a,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,Below dyke on T10/200,-36.722128,175.811082,15.0,Fine-grained,,Felgate-2001-ANZ,,FLAKE (DEBITAGE),,,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,,NATURAL,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,51.61,1.08,17.42,,,8.85411230325695,9.51,5.18,0.26,0.71,3.12,0.23,,,,,,,,,,,,,,,,,284.0,14.0,,,,15.0,25.0,89.0,,,,,,17.0,391.0,24.0,105.0,6.0,,,,,,,,,,,,,353.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,14.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T25b,Felgate-2001-ANZ_T25b,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,Below dyke on T10/200,-36.722128,175.811082,15.0,Medium to fine-grained,,Felgate-2001-ANZ,,GEOLOGICAL,NATURAL BOULDER/COBBLE,Cobble,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,,NATURAL,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,53.58,1.17,17.14,,,9.17804324118098,8.52,4.17,0.2,0.9,2.79,0.15,,,,,,,,,,,,,,,,,340.0,5.0,,,,9.0,25.0,97.0,,,,,,19.0,266.0,26.0,100.0,6.0,,,,,,,,,,,,,218.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T25c,Felgate-2001-ANZ_T25c,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,Below dyke on T10/200,-36.722128,175.811082,15.0,Medium to fine-grained,,Felgate-2001-ANZ,,GEOLOGICAL,NATURAL BOULDER/COBBLE,Cobble,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,,NATURAL,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ,T26,Felgate-2001-ANZ_T26,SOURCE,,NEW_ZEALAND,NORTH_ISLAND,TAHANGA,Outcrop above working-floor,-36.722066,175.811262,10.0,Medium to fine-grained,,Felgate-2001-ANZ,,GEOLOGICAL,NATURAL BOULDER/COBBLE,Cobble,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,TAHANGA COMPLEX,T10/200,NATURAL,,SURFACE,,Whole rock,Core sample,,,,Felgate-2001-ANZ_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
